seq,send_ns,recv_ns
272,165266810410000,165266825811000
273,165266810411000,165266825865000
274,165266810412000,165266825919000
275,165266810413000,165266825973000
276,165266810414000,165266826027000
277,165266810415000,165266826082000
278,165266810416000,165266826136000
279,165266810417000,165266826190000
280,165266810418000,165266826244000
281,165266810419000,165266826299000
282,165266810421000,165266826353000
283,165266810423000,165266826407000
284,165266810424000,165266826461000
285,165266810426000,165266826515000
286,165266810428000,165266826569000
287,165266810429000,165266826623000
288,165266810431000,165266826678000
289,165266810432000,165266826732000
290,165266810434000,165266826786000
291,165266810436000,165266826840000
292,165266810437000,165266826894000
293,165266810438000,165266826949000
294,165266810439000,165266827003000
295,165266810440000,165266827057000
296,165266810441000,165266827111000
297,165266810442000,165266827165000
298,165266810443000,165266827219000
299,165266810444000,165266827272000
300,165266810445000,165266827326000
301,165266810446000,165266827379000
302,165266810447000,165266827433000
303,165266810448000,165266827486000
304,165266810449000,165266827540000
305,165266810450000,165266827594000
306,165266810451000,165266827648000
307,165266810452000,165266827701000
308,165266810454000,165266827755000
309,165266810455000,165266827811000
310,165266810456000,165266827864000
311,165266810457000,165266827918000
312,165266810458000,165266827972000
313,165266810459000,165266828025000
314,165266810460000,165266828079000
315,165266810461000,165266828132000
316,165266810462000,165266828185000
317,165266810463000,165266828239000
318,165266810464000,165266828292000
319,165266810465000,165266828346000
320,165266810466000,165266828400000
321,165266810467000,165266828453000
322,165266810468000,165266828507000
323,165266810469000,165266828564000
324,165266810471000,165266828618000
325,165266810472000,165266828672000
326,165266810473000,165266828725000
327,165266810474000,165266828779000
328,165266810475000,165266828832000
329,165266810476000,165266828885000
330,165266810477000,165266828939000
331,165266810478000,165266828992000
332,165266810479000,165266829046000
333,165266810480000,165266829099000
334,165266810481000,165266829153000
335,165266810482000,165266829206000
336,165266810483000,165266829260000
337,165266810484000,165266829313000
338,165266810485000,165266829367000
339,165266810486000,165266829420000
340,165266810488000,165266829473000
341,165266810489000,165266829527000
342,165266810490000,165266829580000
343,165266810491000,165266829633000
344,165266810492000,165266829687000
345,165266810493000,165266829741000
346,165266810494000,165266829794000
347,165266810495000,165266829848000
348,165266810496000,165266829901000
349,165266810497000,165266829954000
350,165266810498000,165266830008000
351,165266810499000,165266830061000
352,165266810500000,165266830115000
353,165266810501000,165266830172000
354,165266810502000,165266830225000
355,165266810504000,165266830279000
356,165266810505000,165266830332000
357,165266810506000,165266830385000
358,165266810507000,165266830439000
359,165266810508000,165266830493000
360,165266810509000,165266830546000
361,165266810510000,165266830599000
362,165266810512000,165266830652000
363,165266810513000,165266830706000
364,165266810514000,165266830759000
365,165266810516000,165266830812000
366,165266810518000,165266830866000
367,165266810519000,165266830920000
368,165266810521000,165266830974000
369,165266810522000,165266831027000
370,165266810524000,165266831081000
371,165266810526000,165266831134000
372,165266810527000,165266831187000
373,165266810528000,165266831241000
374,165266810529000,165266831294000
375,165266810530000,165266831347000
376,165266810531000,165266831403000
377,165266810532000,165266831456000
378,165266810533000,165266831509000
379,165266810534000,165266831562000
380,165266810535000,165266831616000
381,165266810536000,165266831669000
382,165266810537000,165266831722000
383,165266810538000,165266831776000
384,165266810539000,165266831829000
385,165266810541000,165266831882000
386,165266810542000,165266831936000
387,165266810543000,165266831989000
388,165266810544000,165266832042000
389,165266810545000,165266832096000
390,165266810546000,165266832149000
391,165266810547000,165266832203000
392,165266810548000,165266832257000
393,165266810549000,165266832310000
394,165266810550000,165266832363000
395,165266810551000,165266832416000
396,165266810552000,165266832470000
397,165266810553000,165266832523000
398,165266810554000,165266832576000
399,165266810555000,165266832630000
400,165266810557000,165266832684000
401,165266810558000,165266832744000
402,165266810559000,165266832797000
403,165266810560000,165266832850000
404,165266810561000,165266832904000
405,165266810562000,165266832957000
406,165266810563000,165266833010000
407,165266810564000,165266833063000
408,165266810565000,165266833117000
409,165266810566000,165266833170000
410,165266810567000,165266833223000
411,165266810568000,165266833276000
412,165266810569000,165266833329000
413,165266810570000,165266833382000
414,165266810571000,165266833434000
415,165266810572000,165266833488000
416,165266810574000,165266833540000
417,165266810575000,165266833593000
418,165266810576000,165266833646000
419,165266810577000,165266833699000
420,165266810578000,165266833752000
421,165266810579000,165266833805000
422,165266810580000,165266833858000
423,165266810581000,165266833911000
424,165266810582000,165266833965000
425,165266810583000,165266834018000
426,165266810584000,165266834071000
427,165266810585000,165266834123000
428,165266810586000,165266834176000
429,165266810587000,165266834229000
430,165266810589000,165266834282000
431,165266810590000,165266834335000
432,165266810591000,165266834388000
433,165266810592000,165266834441000
434,165266810593000,165266834495000
435,165266810594000,165266834547000
436,165266810595000,165266834600000
437,165266810596000,165266834653000
438,165266810597000,165266834706000
439,165266810598000,165266834759000
440,165266810599000,165266834812000
441,165266810600000,165266834865000
442,165266810602000,165266834918000
443,165266810603000,165266834971000
444,165266810605000,165266835024000
445,165266810606000,165266835077000
446,165266810608000,165266835129000
447,165266810610000,165266835182000
448,165266810611000,165266835235000
449,165266810613000,165266835288000
450,165266810614000,165266835341000
451,165266810615000,165266835394000
452,165266810617000,165266835447000
453,165266810618000,165266835500000
454,165266810619000,165266835552000
455,165266810620000,165266835605000
456,165266810621000,165266835658000
457,165266810622000,165266835714000
458,165266810623000,165266835767000
459,165266810624000,165266835820000
460,165266810625000,165266835872000
461,165266810626000,165266835925000
462,165266810627000,165266835978000
463,165266810628000,165266836031000
464,165266810629000,165266836084000
465,165266810631000,165266836147000
466,165266810632000,165266836201000
467,165266810633000,165266836254000
468,165266810634000,165266836307000
469,165266810635000,165266836360000
470,165266810636000,165266836413000
471,165266810637000,165266836466000
472,165266810638000,165266836527000
473,165266810639000,165266836580000
474,165266810640000,165266836633000
475,165266810641000,165266836686000
476,165266810642000,165266836739000
477,165266810644000,165266836792000
478,165266810645000,165266836845000
479,165266810646000,165266836898000
480,165266810647000,165266836951000
481,165266810648000,165266837004000
482,165266810649000,165266837060000
483,165266810650000,165266837115000
484,165266810651000,165266837168000
485,165266810652000,165266837220000
486,165266810653000,165266837273000
487,165266810654000,165266837327000
488,165266810656000,165266837380000
489,165266810657000,165266837433000
490,165266810658000,165266837486000
491,165266810659000,165266837539000
492,165266810660000,165266837592000
493,165266810661000,165266837645000
494,165266810662000,165266837698000
495,165266810663000,165266837751000
496,165266810664000,165266837805000
497,165266810665000,165266837858000
498,165266810666000,165266837923000
499,165266810667000,165266837976000
500,165266810668000,165266838029000
501,165266810669000,165266838082000
502,165266810670000,165266838135000
503,165266810672000,165266838189000
504,165266810673000,165266838241000
505,165266810674000,165266838294000
506,165266810675000,165266838347000
507,165266810676000,165266838401000
508,165266810677000,165266838454000
509,165266810678000,165266838507000
510,165266810679000,165266838560000
511,165266810680000,165266838613000
512,165266810681000,165266838667000
513,165266810682000,165266838720000
514,165266810683000,165266838773000
515,165266810684000,165266838834000
516,165266810685000,165266838887000
517,165266810686000,165266838940000
518,165266810688000,165266838994000
519,165266810689000,165266839047000
520,165266810690000,165266839100000
521,165266810691000,165266839153000
522,165266810692000,165266839206000
523,165266810694000,165266839268000
524,165266810695000,165266839321000
525,165266810696000,165266839374000
526,165266810698000,165266839427000
527,165266810745000,165266839480000
528,165266810750000,165266839533000
529,165266810752000,165266839585000
530,165266810753000,165266839638000
531,165266810754000,165266839691000
532,165266810755000,165266839744000
533,165266810756000,165266839796000
534,165266810757000,165266839849000
535,165266810758000,165266839902000
536,165266810759000,165266839955000
537,165266810760000,165266840008000
538,165266810762000,165266840060000
539,165266810763000,165266840113000
540,165266810765000,165266840165000
541,165266810766000,165266840218000
542,165266810767000,165266840271000
543,165266810769000,165266840323000
544,165266810770000,165266840376000
545,165266810772000,165266840429000
546,165266810773000,165266840481000
547,165266810775000,165266840534000
548,165266810776000,165266840587000
549,165266810777000,165266840639000
550,165266810778000,165266840692000
551,165266810779000,165266840744000
552,165266810780000,165266840797000
553,165266810781000,165266840850000
554,165266810782000,165266840902000
555,165266810783000,165266840955000
556,165266810784000,165266841008000
557,165266810785000,165266841060000
558,165266810787000,165266841113000
559,165266810788000,165266841166000
560,165266810789000,165266841219000
561,165266810790000,165266841272000
562,165266810791000,165266841324000
563,165266810792000,165266841377000
564,165266810793000,165266841430000
565,165266810794000,165266841482000
566,165266810795000,165266841535000
567,165266810796000,165266841588000
568,165266810797000,165266841641000
569,165266810798000,165266841693000
570,165266810799000,165266841746000
571,165266810800000,165266841798000
572,165266810801000,165266841851000
573,165266810803000,165266841904000
574,165266810804000,165266841956000
575,165266810805000,165266842009000
576,165266810806000,165266842062000
577,165266810807000,165266842115000
578,165266810808000,165266842177000
579,165266810809000,165266842230000
580,165266810810000,165266842283000
581,165266810811000,165266842335000
582,165266810812000,165266842388000
583,165266810813000,165266842441000
584,165266810814000,165266842494000
585,165266810816000,165266842546000
586,165266810817000,165266842599000
587,165266810818000,165266842652000
588,165266810819000,165266842704000
589,165266810820000,165266842757000
590,165266810821000,165266842810000
591,165266810822000,165266842862000
592,165266810823000,165266842915000
593,165266810824000,165266842972000
594,165266810825000,165266843024000
595,165266810826000,165266843077000
596,165266810828000,165266843129000
597,165266810829000,165266843182000
598,165266810830000,165266843235000
599,165266810831000,165266843288000
600,165266810832000,165266843340000
601,165266810833000,165266843393000
602,165266810834000,165266843445000
603,165266810835000,165266843498000
604,165266810836000,165266843551000
605,165266810837000,165266843603000
606,165266810838000,165266843656000
607,165266810839000,165266843709000
608,165266810840000,165266843761000
609,165266810841000,165266843814000
610,165266810843000,165266843866000
611,165266810844000,165266843919000
612,165266810845000,165266843972000
613,165266810846000,165266844024000
614,165266810847000,165266844077000
615,165266810848000,165266844129000
616,165266810849000,165266844182000
617,165266810850000,165266844235000
618,165266810852000,165266844287000
619,165266810853000,165266844340000
620,165266810855000,165266844393000
621,165266810856000,165266844445000
622,165266810857000,165266844498000
623,165266810859000,165266844550000
624,165266810860000,165266844603000
625,165266810862000,165266844655000
626,165266810863000,165266844708000
627,165266810865000,165266844760000
628,165266810866000,165266844813000
629,165266810867000,165266844866000
630,165266810868000,165266844918000
631,165266810870000,165266844971000
632,165266810871000,165266845023000
633,165266810872000,165266845076000
634,165266810873000,165266845128000
635,165266810874000,165266845180000
636,165266810875000,165266845233000
637,165266810876000,165266845285000
638,165266810877000,165266845337000
639,165266810878000,165266845390000
640,165266810879000,165266845442000
641,165266810880000,165266845495000
642,165266810881000,165266845547000
643,165266810882000,165266845600000
644,165266810883000,165266845652000
645,165266810885000,165266845704000
646,165266810886000,165266845757000
647,165266810887000,165266845809000
648,165266810888000,165266845861000
649,165266810889000,165266845914000
650,165266810890000,165266845966000
651,165266810891000,165266846018000
652,165266810892000,165266846071000
653,165266810893000,165266846123000
654,165266810894000,165266846176000
655,165266810895000,165266846228000
656,165266810896000,165266846280000
657,165266810897000,165266846333000
658,165266810898000,165266846385000
659,165266810899000,165266846437000
660,165266810900000,165266846490000
661,165266810902000,165266846542000
662,165266810903000,165266846594000
663,165266810904000,165266846647000
664,165266810905000,165266846699000
665,165266810906000,165266846752000
666,165266810907000,165266846804000
667,165266810908000,165266846856000
668,165266810909000,165266846909000
669,165266810910000,165266846961000
670,165266810911000,165266847014000
671,165266810912000,165266847066000
672,165266810913000,165266847118000
673,165266810914000,165266847171000
674,165266810915000,165266847223000
675,165266810916000,165266847275000
676,165266810918000,165266847328000
677,165266810919000,165266847380000
678,165266810920000,165266847432000
679,165266810921000,165266847485000
680,165266810922000,165266847538000
681,165266810923000,165266847590000
682,165266810924000,165266847642000
683,165266810925000,165266847695000
684,165266810926000,165266847747000
685,165266810927000,165266847800000
686,165266810928000,165266847852000
687,165266810929000,165266847905000
688,165266810930000,165266847958000
689,165266810932000,165266848011000
690,165266810933000,165266848063000
691,165266810934000,165266848115000
692,165266810935000,165266848168000
693,165266810936000,165266848220000
694,165266810937000,165266848272000
695,165266810938000,165266848325000
696,165266810939000,165266848377000
697,165266810940000,165266848430000
698,165266810942000,165266848482000
699,165266810943000,165266848534000
700,165266810945000,165266848587000
701,165266810946000,165266848639000
702,165266810948000,165266848691000
703,165266810950000,165266848744000
704,165266810951000,165266848796000
705,165266810952000,165266848849000
706,165266810954000,165266848901000
707,165266810955000,165266848953000
708,165266810956000,165266849006000
709,165266810957000,165266849058000
710,165266811116000,165266849110000
711,165266811129000,165266849163000
712,165266811132000,165266849216000
713,165266811135000,165266849268000
714,165266811136000,165266849320000
715,165266811138000,165266849373000
716,165266811140000,165266849425000
717,165266811142000,165266849478000
718,165266811143000,165266849530000
719,165266811145000,165266849583000
720,165266811147000,165266849635000
721,165266811148000,165266849687000
722,165266811149000,165266849740000
723,165266811150000,165266849792000
724,165266811152000,165266849844000
725,165266811153000,165266849897000
726,165266811210000,165266849949000
727,165266811213000,165266850001000
728,165266811214000,165266850054000
729,165266811216000,165266850106000
730,165266811218000,165266850159000
731,165266811220000,165266850211000
732,165266811221000,165266850263000
733,165266811223000,165266850316000
734,165266811224000,165266850368000
735,165266811225000,165266850420000
736,165266811227000,165266850473000
737,165266811228000,165266850525000
738,165266811229000,165266850577000
739,165266811230000,165266850630000
740,165266811231000,165266850682000
741,165266811232000,165266850734000
742,165266811233000,165266850787000
743,165266811234000,165266850839000
744,165266811235000,165266850892000
745,165266811236000,165266850944000
746,165266811238000,165266850996000
747,165266811239000,165266851048000
748,165266811240000,165266851101000
749,165266811241000,165266851153000
750,165266811242000,165266851205000
751,165266811243000,165266851257000
752,165266811244000,165266851310000
753,165266811245000,165266851362000
754,165266811246000,165266851414000
755,165266811247000,165266851466000
756,165266811248000,165266851519000
757,165266811249000,165266851571000
758,165266811251000,165266851623000
759,165266811252000,165266851675000
760,165266811253000,165266851728000
761,165266811254000,165266851784000
762,165266811255000,165266851837000
763,165266811256000,165266851889000
764,165266811257000,165266851941000
765,165266811258000,165266851993000
766,165266811259000,165266852046000
767,165266811260000,165266852098000
768,165266811261000,165266852150000
769,165266811262000,165266852203000
770,165266811263000,165266852255000
771,165266811264000,165266852307000
772,165266811265000,165266852359000
773,165266811266000,165266852412000
774,165266811267000,165266852464000
775,165266811269000,165266852516000
776,165266811270000,165266852568000
777,165266811271000,165266852621000
778,165266811272000,165266852673000
779,165266811273000,165266852725000
780,165266811274000,165266852777000
781,165266811275000,165266852830000
782,165266811276000,165266852882000
783,165266811277000,165266852934000
784,165266811278000,165266852987000
785,165266811279000,165266853039000
786,165266811281000,165266853091000
787,165266811283000,165266853143000
788,165266811284000,165266853195000
789,165266811286000,165266853248000
790,165266811323000,165266853300000
791,165266811328000,165266853352000
792,165266811330000,165266853405000
793,165266811331000,165266853457000
794,165266811333000,165266853510000
795,165266811334000,165266853562000
796,165266811335000,165266853614000
797,165266811336000,165266853666000
798,165266811337000,165266853718000
799,165266811338000,165266853771000
800,165266811339000,165266853823000
801,165266811340000,165266853875000
802,165266811341000,165266853927000
803,165266811343000,165266853979000
804,165266811344000,165266854032000
805,165266811345000,165266854084000
806,165266811346000,165266854136000
807,165266811347000,165266854188000
808,165266811348000,165266854240000
809,165266811349000,165266854293000
810,165266811350000,165266854345000
811,165266811351000,165266854397000
812,165266811352000,165266854449000
813,165266811353000,165266854501000
814,165266811354000,165266854553000
815,165266811355000,165266854606000
816,165266811356000,165266854658000
817,165266811357000,165266854710000
818,165266811358000,165266854763000
819,165266811359000,165266854815000
820,165266811360000,165266854867000
821,165266811361000,165266854919000
822,165266811363000,165266854972000
823,165266811364000,165266855024000
824,165266811365000,165266855076000
825,165266811366000,165266855128000
826,165266811367000,165266855180000
827,165266811368000,165266855233000
828,165266811369000,165266855285000
829,165266811370000,165266855337000
830,165266811371000,165266855389000
831,165266811372000,165266855442000
832,165266811373000,165266855494000
833,165266811374000,165266855550000
834,165266811375000,165266855602000
835,165266811376000,165266855654000
836,165266811377000,165266855707000
837,165266811379000,165266855759000
838,165266811380000,165266855811000
839,165266811381000,165266855863000
840,165266811382000,165266855915000
841,165266811383000,165266855968000
842,165266811384000,165266856020000
843,165266811385000,165266856072000
844,165266811386000,165266856124000
845,165266811387000,165266856177000
846,165266811388000,165266856229000
847,165266811389000,165266856281000
848,165266811390000,165266856333000
849,165266811391000,165266856385000
850,165266811392000,165266857114000
851,165266811393000,165266857166000
852,165266811394000,165266857219000
853,165266811395000,165266857271000
854,165266811396000,165266857323000
855,165266811398000,165266857375000
856,165266811399000,165266857427000
857,165266811400000,165266857479000
858,165266811401000,165266857531000
859,165266811402000,165266857583000
860,165266811403000,165266857635000
861,165266811404000,165266857691000
862,165266811405000,165266857743000
863,165266811406000,165266857796000
864,165266811545000,165266857848000
865,165266811546000,165266857900000
866,165266811547000,165266857952000
867,165266811549000,165266858004000
868,165266811550000,165266858056000
869,165266811551000,165266858108000
870,165266811552000,165266858160000
871,165266811553000,165266858212000
872,165266811555000,165266858264000
873,165266811556000,165266858316000
874,165266811557000,165266858368000
875,165266811558000,165266858420000
876,165266811559000,165266858472000
877,165266811560000,165266858524000
878,165266811562000,165266858576000
879,165266811563000,165266858628000
880,165266811564000,165266858680000
881,165266811565000,165266858732000
882,165266811566000,165266858784000
883,165266811567000,165266858836000
884,165266811568000,165266858888000
885,165266811569000,165266858940000
886,165266811570000,165266858992000
887,165266811572000,165266859045000
888,165266811573000,165266859097000
889,165266811574000,165266859149000
890,165266811575000,165266859201000
891,165266811576000,165266859253000
892,165266811577000,165266859305000
893,165266811578000,165266859357000
894,165266811579000,165266859409000
895,165266811580000,165266859461000
896,165266811581000,165266859513000
897,165266811582000,165266859565000
898,165266811584000,165266859617000
899,165266811585000,165266859678000
900,165266811586000,165266859730000
901,165266811587000,165266859782000
902,165266811588000,165266859834000
903,165266811589000,165266859886000
904,165266811590000,165266859938000
905,165266811591000,165266859990000
906,165266811592000,165266860042000
907,165266811593000,165266860094000
908,165266811595000,165266860146000
909,165266811596000,165266860198000
910,165266811597000,165266860250000
911,165266811598000,165266860302000
912,165266811599000,165266860355000
913,165266811600000,165266860407000
914,165266811601000,165266860459000
915,165266811602000,165266860511000
916,165266811648000,165266860563000
917,165266811656000,165266860615000
918,165266811657000,165266860667000
919,165266811658000,165266860719000
920,165266811659000,165266860771000
921,165266811660000,165266860823000
922,165266811661000,165266860875000
923,165266811662000,165266860927000
924,165266811663000,165266860979000
925,165266811665000,165266861031000
926,165266811666000,165266861083000
927,165266811667000,165266861135000
928,165266811668000,165266861187000
929,165266811669000,165266861239000
930,165266811671000,165266861291000
931,165266811672000,165266861343000
932,165266811674000,165266861395000
933,165266811675000,165266861447000
934,165266811677000,165266861499000
935,165266811678000,165266861551000
936,165266811680000,165266861604000
937,165266811681000,165266861656000
938,165266811682000,165266861708000
939,165266811684000,165266861760000
940,165266811685000,165266861812000
941,165266811686000,165266861864000
942,165266811687000,165266861916000
943,165266811688000,165266861968000
944,165266811689000,165266862020000
945,165266811690000,165266862072000
946,165266811691000,165266862124000
947,165266811692000,165266862176000
948,165266811693000,165266862228000
949,165266811694000,165266862280000
950,165266811695000,165266862332000
951,165266811706000,165266862384000
952,165266811714000,165266862436000
953,165266811716000,165266862488000
954,165266811718000,165266862540000
955,165266811720000,165266862592000
956,165266811722000,165266862644000
957,165266811724000,165266862696000
958,165266811726000,165266862748000
959,165266811727000,165266862800000
960,165266811729000,165266862852000
961,165266811730000,165266862904000
962,165266811731000,165266862956000
963,165266811733000,165266863008000
964,165266811734000,165266863060000
965,165266811736000,165266863112000
966,165266811737000,165266863164000
967,165266811738000,165266863216000
968,165266811739000,165266863268000
969,165266811740000,165266863320000
970,165266811741000,165266863372000
971,165266811742000,165266863424000
972,165266811743000,165266863476000
973,165266811745000,165266863533000
974,165266811746000,165266863585000
975,165266811747000,165266863637000
976,165266811748000,165266863689000
977,165266811749000,165266863741000
978,165266811750000,165266863793000
979,165266811752000,165266863845000
980,165266811753000,165266863897000
981,165266811808000,165266863950000
982,165266811813000,165266864002000
983,165266811814000,165266864054000
984,165266811816000,165266864106000
985,165266811817000,165266864158000
986,165266811819000,165266864210000
987,165266811820000,165266864262000
988,165266811822000,165266864314000
989,165266811823000,165266864366000
990,165266811825000,165266864418000
991,165266811826000,165266864470000
992,165266811827000,165266864522000
993,165266811828000,165266864574000
994,165266811829000,165266864625000
995,165266811830000,165266864677000
996,165266811832000,165266864729000
997,165266811833000,165266864781000
